Business Unit,Product Family,PLID,Fiscal Quarter,Fiscal Month,Booked_Qty,Booking_Date,Quarter,Month,Year
ERBU,A9K9KFM,A9K-RSP5-SE,Q1 FY2022,OCT FY2022,426,01-10-2022,1,10,2022
ERBU,A9K9KFM,A9K-RSP5-TR,Q1 FY2022,OCT FY2022,624,01-10-2022,1,10,2022
ERBU,A9K9KFM,A9K-RSP880-SE,Q1 FY2022,OCT FY2022,23,01-10-2022,1,10,2022
ERBU,A9K9KFM,A9K-RSP880-TR,Q1 FY2022,OCT FY2022,139,01-10-2022,1,10,2022
ERBU,A9K9000,A9K-8X100GE-TR,Q1 FY2022,OCT FY2022,54,01-10-2022,1,10,2022
ERBU,A9K9000,A9K-24X10GE-1G-TR,Q1 FY2022,OCT FY2022,300,01-10-2022,1,10,2022
ERBU,A9K9000,A99-32X100GE-X-SE,Q1 FY2022,OCT FY2022,13,01-10-2022,1,10,2022
ERBU,A9K9000,A9K-9901,Q1 FY2022,OCT FY2022,308,01-10-2022,1,10,2022
ERBU,A9K9000,A9K-9903,Q1 FY2022,OCT FY2022,63,01-10-2022,1,10,2022
QKBU,N3000,N3K-C3432D-S,Q1 FY2022,OCT FY2022,70,01-10-2022,1,10,2022
QKBU,N9300,N9K-C9336C-FX2,Q1 FY2022,OCT FY2022,6216,01-10-2022,1,10,2022
QKBU,N9300,N9K-C9348GC-FXP,Q1 FY2022,OCT FY2022,5812,01-10-2022,1,10,2022
QKBU,N9300,N9K-C9364C,Q1 FY2022,OCT FY2022,268,01-10-2022,1,10,2022
QKBU,N9300,N9K-C9364C-GX,Q1 FY2022,OCT FY2022,407,01-10-2022,1,10,2022
QKBU,N9300,N9K-C92348GC-X,Q1 FY2022,OCT FY2022,2314,01-10-2022,1,10,2022
QKBU,N9300,N9K-C93108TC-FX,Q1 FY2022,OCT FY2022,2463,01-10-2022,1,10,2022
QKBU,N9300,N9K-C93108TC-FX3P,Q1 FY2022,OCT FY2022,1166,01-10-2022,1,10,2022
QKBU,N9300,N9K-C93180YC-FX3,Q1 FY2022,OCT FY2022,5464,01-10-2022,1,10,2022
QKBU,N9300,N9K-C93240YC-FX2,Q1 FY2022,OCT FY2022,2826,01-10-2022,1,10,2022
QKBU,N9300,N9K-C93360YC-FX2,Q1 FY2022,OCT FY2022,1395,01-10-2022,1,10,2022
QKBU,N9300,N9K-C93600CD-GX,Q1 FY2022,OCT FY2022,545,01-10-2022,1,10,2022
QKBU,N9500,N9K-C9508,Q1 FY2022,OCT FY2022,295,01-10-2022,1,10,2022
QKBU,N9500,N9K-C9508-FM-E2,Q1 FY2022,OCT FY2022,1094,01-10-2022,1,10,2022
QKBU,N9500,N9K-C9508-FM-G,Q1 FY2022,OCT FY2022,243,01-10-2022,1,10,2022
QKBU,N9500,N9K-X9736C-FX,Q1 FY2022,OCT FY2022,1386,01-10-2022,1,10,2022
QKBU,N9500,N9K-X97160YC-EX,Q1 FY2022,OCT FY2022,812,01-10-2022,1,10,2022
IOTBU,IE4000,IE-4000-8T4G-E,Q1 FY2022,OCT FY2022,3237,01-10-2022,1,10,2022
IOTBU,IE4000,IE-4010-16S12P,Q1 FY2022,OCT FY2022,1700,01-10-2022,1,10,2022
NGFWBU,FPRHIGH,FPR4115-NGFW-K9,Q1 FY2022,OCT FY2022,293,01-10-2022,1,10,2022
NGFWBU,FPRLOW,FPR1010-NGFW-K9,Q1 FY2022,OCT FY2022,5691,01-10-2022,1,10,2022
OTBU,15454W,NCS2K-16-AD-CCOFS=,Q1 FY2022,OCT FY2022,74,01-10-2022,1,10,2022
OTBU,15454W,NCS2K-400G-XP=,Q1 FY2022,OCT FY2022,477,01-10-2022,1,10,2022
OTBU,15454W,NCS2K-TNCS-2O-K9,Q1 FY2022,OCT FY2022,93,01-10-2022,1,10,2022
OTBU,15454W,NCS2015-SA-DC,Q1 FY2022,OCT FY2022,105,01-10-2022,1,10,2022
OTBU,NCS1000,NCS1K4-1.2T-K9,Q1 FY2022,OCT FY2022,1964,01-10-2022,1,10,2022
OTBU,NCS1000,NCS1K4-1.2TL-K9,Q1 FY2022,OCT FY2022,438,01-10-2022,1,10,2022
OTBU,NCS1000,NCS1001-K9,Q1 FY2022,OCT FY2022,232,01-10-2022,1,10,2022
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q1 FY2022,OCT FY2022,6,01-10-2022,1,10,2022
OTBU,ONS,ONS-CFP2-WDM=,Q1 FY2022,OCT FY2022,670,01-10-2022,1,10,2022
BATBU,A9K920,A9K-920-4SZ-D,Q1 FY2022,OCT FY2022,146,01-10-2022,1,10,2022
BATBU,A9K920,A9K-920-12CZ-A,Q1 FY2022,OCT FY2022,1822,01-10-2022,1,10,2022
BATBU,A9K920,A9K-920-12SZ-IM,Q1 FY2022,OCT FY2022,296,01-10-2022,1,10,2022
BATBU,NCS540,N540-24Z8Q2C-SYS,Q1 FY2022,OCT FY2022,1809,01-10-2022,1,10,2022
BATBU,NCS540,N540-ACC-SYS,Q1 FY2022,OCT FY2022,1581,01-10-2022,1,10,2022
BATBU,NCS540,N540-PWR400-D,Q1 FY2022,OCT FY2022,6515,01-10-2022,1,10,2022
BATBU,NCS540,N540X-6Z18G-SYS-A,Q1 FY2022,OCT FY2022,98,01-10-2022,1,10,2022
BATBU,NCS540,N540X-6Z18G-SYS-D,Q1 FY2022,OCT FY2022,1053,01-10-2022,1,10,2022
BATBU,NCS540,N540X-12Z16G-SYS-D,Q1 FY2022,OCT FY2022,675,01-10-2022,1,10,2022
BATBU,NCS560,A900-IMA-8Z,Q1 FY2022,OCT FY2022,392,01-10-2022,1,10,2022
BATBU,NCS560,N560-4-RSP4,Q1 FY2022,OCT FY2022,58,01-10-2022,1,10,2022
BATBU,NCS560,N560-4-SYS,Q1 FY2022,OCT FY2022,29,01-10-2022,1,10,2022
BATBU,NCS4200,NCS4202-SA,Q1 FY2022,OCT FY2022,34,01-10-2022,1,10,2022
SRSBU,4300ISR,ISR4321/K9,Q1 FY2022,OCT FY2022,5795,01-10-2022,1,10,2022
SRSBU,4300ISR,ISR4331/K9,Q1 FY2022,OCT FY2022,11004,01-10-2022,1,10,2022
SRSBU,4300ISR,ISR4351/K9,Q1 FY2022,OCT FY2022,2251,01-10-2022,1,10,2022
SRSBU,ISR1121,ISR4431/K9,Q1 FY2022,OCT FY2022,3994,01-10-2022,1,10,2022
SRSBU,ISR1121,ISR4451-X/K9,Q1 FY2022,OCT FY2022,2315,01-10-2022,1,10,2022
SRSBU,A9K1000,A9K1000-ESP100,Q1 FY2022,OCT FY2022,204,01-10-2022,1,10,2022
SRSBU,A9K1000,A9K1001-HX,Q1 FY2022,OCT FY2022,331,01-10-2022,1,10,2022
SRSBU,A9K1000,A9K1001-X,Q1 FY2022,OCT FY2022,2075,01-10-2022,1,10,2022
SRSBU,A9K1000,A9K1002-HX,Q1 FY2022,OCT FY2022,294,01-10-2022,1,10,2022
SRSBU,CAT8200,C8200-1N-4T,Q1 FY2022,OCT FY2022,3127,01-10-2022,1,10,2022
SRSBU,CAT8200,C8200L-1N-4T,Q1 FY2022,OCT FY2022,983,01-10-2022,1,10,2022
SRSBU,CAT8300,C8300-1N1S-6T,Q1 FY2022,OCT FY2022,3016,01-10-2022,1,10,2022
SRSBU,CAT8300,C8300-2N2S-4T2X,Q1 FY2022,OCT FY2022,302,01-10-2022,1,10,2022
SRSBU,CAT8300,C8300-2N2S-6T,Q1 FY2022,OCT FY2022,507,01-10-2022,1,10,2022
SRSBU,CAT8500,C8500-12X,Q1 FY2022,OCT FY2022,474,01-10-2022,1,10,2022
SRSBU,CAT8500,C8500-12X4QC,Q1 FY2022,OCT FY2022,217,01-10-2022,1,10,2022
SRSBU,CAT8500,C8500L-8S4X,Q1 FY2022,OCT FY2022,394,01-10-2022,1,10,2022
SRSBU,ISR1K,C1111-4P,Q1 FY2022,OCT FY2022,16091,01-10-2022,1,10,2022
SRSBU,ISR1K,C1111-8P,Q1 FY2022,OCT FY2022,26293,01-10-2022,1,10,2022
SRSBU,ISR1K,C1111-8PLTExA,Q1 FY2022,OCT FY2022,4316,01-10-2022,1,10,2022
SRSBU,ISR1K,C1116-4P,Q1 FY2022,OCT FY2022,7948,01-10-2022,1,10,2022
SRSBU,ISR1K,C1121-8P,Q1 FY2022,OCT FY2022,5724,01-10-2022,1,10,2022
SRSBU,ISR1K,P-LTEA-EA,Q1 FY2022,OCT FY2022,2888,01-10-2022,1,10,2022
SRSBU,ISR900,C927-4P,Q1 FY2022,OCT FY2022,3112,01-10-2022,1,10,2022
SRSBU,VIPTELA,VEDGE-2000-AC-K9,Q1 FY2022,OCT FY2022,161,01-10-2022,1,10,2022
SRSBU,WANLAN,NIM-24A,Q1 FY2022,OCT FY2022,5103,01-10-2022,1,10,2022
TOASTBU,CPAK100,CPAK-100G-LR4,Q1 FY2022,OCT FY2022,2643,01-10-2022,1,10,2022
TOASTBU,QDD400G,QDD-4X100G-FR-S,Q1 FY2022,OCT FY2022,337,01-10-2022,1,10,2022
TOASTBU,QDD400G,QDD-400G-FR4-S,Q1 FY2022,OCT FY2022,2958,01-10-2022,1,10,2022
TOASTBU,QSFP40G,QSFP-40G-SR-BD,Q1 FY2022,OCT FY2022,25548,01-10-2022,1,10,2022
TOASTBU,QSFP100,QSFP-40/100-SRBD,Q1 FY2022,OCT FY2022,74366,01-10-2022,1,10,2022
TOASTBU,QSFP100,QSFP-100G-AOC3M,Q1 FY2022,OCT FY2022,2083,01-10-2022,1,10,2022
TOASTBU,QSFP100,QSFP-100G-CWDM4-S,Q1 FY2022,OCT FY2022,32582,01-10-2022,1,10,2022
TOASTBU,QSFP100,QSFP-100G-DR-S,Q1 FY2022,OCT FY2022,5062,01-10-2022,1,10,2022
TOASTBU,QSFP100,QSFP-100G-ER4L-S,Q1 FY2022,OCT FY2022,398,01-10-2022,1,10,2022
TOASTBU,QSFP100,QSFP-100G-LR4-S,Q1 FY2022,OCT FY2022,14558,01-10-2022,1,10,2022
TOASTBU,QSFP100,QSFP-100G-SM-SR,Q1 FY2022,OCT FY2022,18790,01-10-2022,1,10,2022
TOASTBU,SFP10G,SFP-10G-LR,Q1 FY2022,OCT FY2022,270600,01-10-2022,1,10,2022
TOASTBU,SFP10G,SFP-10G-LR-S,Q1 FY2022,OCT FY2022,66661,01-10-2022,1,10,2022
TOASTBU,SEP25G,SFP-10/25G-CSR-S,Q1 FY2022,OCT FY2022,37473,01-10-2022,1,10,2022
TOASTBU,SEP25G,SFP-25G-SR-S,Q1 FY2022,OCT FY2022,39989,01-10-2022,1,10,2022
TOASTBU,SFPGE,GLC-TE,Q1 FY2022,OCT FY2022,136267,01-10-2022,1,10,2022
UOPBLRBU,C1000,C1000-24T-4G-L,Q1 FY2022,OCT FY2022,10809,01-10-2022,1,10,2022
UOPBLRBU,C1000,C1000-48T-4G-L,Q1 FY2022,OCT FY2022,4108,01-10-2022,1,10,2022
UOPBLRBU,C3560CX,WS-C3560CX-12PC-S,Q1 FY2022,OCT FY2022,3717,01-10-2022,1,10,2022
UOPBLRBU,C3650,WS-C3650-48FQM,Q1 FY2022,OCT FY2022,162,01-10-2022,1,10,2022
UOPBLRBU,C9200,C9200-24T-E,Q1 FY2022,OCT FY2022,6116,01-10-2022,1,10,2022
UOPBLRBU,C9200,C9200-48P-A,Q1 FY2022,OCT FY2022,2950,01-10-2022,1,10,2022
UOPBLRBU,C9200,C9200-48P-E,Q1 FY2022,OCT FY2022,9797,01-10-2022,1,10,2022
UOPBLRBU,C9200,C9200-48PXG-E,Q1 FY2022,OCT FY2022,1912,01-10-2022,1,10,2022
UOPBLRBU,C9200,C9200-48T-E,Q1 FY2022,OCT FY2022,2573,01-10-2022,1,10,2022
UOPBLRBU,C9200L,C9200L-24P-4G-E,Q1 FY2022,OCT FY2022,26613,01-10-2022,1,10,2022
UOPBLRBU,C9200L,C9200L-24P-4X-E,Q1 FY2022,OCT FY2022,8163,01-10-2022,1,10,2022
UOPBLRBU,C9200L,C9200L-24T-4G-E,Q1 FY2022,OCT FY2022,12112,01-10-2022,1,10,2022
UOPBLRBU,C9200L,C9200L-24T-4X-E,Q1 FY2022,OCT FY2022,5612,01-10-2022,1,10,2022
UOPBLRBU,C9200L,C9200L-48P-4G-E,Q1 FY2022,OCT FY2022,14580,01-10-2022,1,10,2022
UOPBLRBU,C9200L,C9200L-48P-4X-E,Q1 FY2022,OCT FY2022,17082,01-10-2022,1,10,2022
UOPBLRBU,C9200L,C9200L-48PL-4X-E,Q1 FY2022,OCT FY2022,764,01-10-2022,1,10,2022
UOPBLRBU,C9300,C9300-24P,Q1 FY2022,OCT FY2022,11644,01-10-2022,1,10,2022
UOPBLRBU,C9300,C9300-24T,Q1 FY2022,OCT FY2022,9858,01-10-2022,1,10,2022
UOPBLRBU,C9300,C9300-24UX,Q1 FY2022,OCT FY2022,3108,01-10-2022,1,10,2022
UOPBLRBU,C9300,C9300-48H,Q1 FY2022,OCT FY2022,464,01-10-2022,1,10,2022
UOPBLRBU,C9300,C9300-48P,Q1 FY2022,OCT FY2022,29211,01-10-2022,1,10,2022
UOPBLRBU,C9300,C9300-48T,Q1 FY2022,OCT FY2022,8308,01-10-2022,1,10,2022
UOPBLRBU,C9300,C9300-48UN,Q1 FY2022,OCT FY2022,12110,01-10-2022,1,10,2022
UOPBLRBU,C9300,C9300-48UXM,Q1 FY2022,OCT FY2022,10797,01-10-2022,1,10,2022
UOPBLRBU,C9300,C9300-NM-8X,Q1 FY2022,OCT FY2022,67954,01-10-2022,1,10,2022
UOPBLRBU,C9300L,C9300L-24T-4X-A,Q1 FY2022,OCT FY2022,799,01-10-2022,1,10,2022
UOPBLRBU,C9300L,C9300L-48P-4G-E,Q1 FY2022,OCT FY2022,1127,01-10-2022,1,10,2022
UOPBLRBU,C9300L,C9300L-48P-4X-A,Q1 FY2022,OCT FY2022,4073,01-10-2022,1,10,2022
UOPBLRBU,C9300L,C9300L-48P-4X-E,Q1 FY2022,OCT FY2022,3094,01-10-2022,1,10,2022
UOPBLRBU,C9300L,C9300L-48UXG-4X-A,Q1 FY2022,OCT FY2022,1060,01-10-2022,1,10,2022
UOPBLRBU,C9400,C9400-LC-48U,Q1 FY2022,OCT FY2022,8223,01-10-2022,1,10,2022
UOPBLRBU,C9400,C9400-LC-48UX,Q1 FY2022,OCT FY2022,5534,01-10-2022,1,10,2022
UOPBLRBU,C9400,C9400-PWR-3200AC,Q1 FY2022,OCT FY2022,18902,01-10-2022,1,10,2022
UOPBLRBU,C9400,C9400-SUP-1,Q1 FY2022,OCT FY2022,3338,01-10-2022,1,10,2022
UOPBLRBU,C9400,C9400-SUP-1XL,Q1 FY2022,OCT FY2022,2785,01-10-2022,1,10,2022
UOPBLRBU,C9400,C9400-SUP-1XL-Y,Q1 FY2022,OCT FY2022,1448,01-10-2022,1,10,2022
UOPBLRBU,C9400,C9407R-96U-BNDL-E,Q1 FY2022,OCT FY2022,356,01-10-2022,1,10,2022
UOPBLRBU,C9400,C9410R-96U-BNDL-A,Q1 FY2022,OCT FY2022,1313,01-10-2022,1,10,2022
UCEBU,PHON3PC,CP-8841-3PCC-K9,Q1 FY2022,OCT FY2022,11494,01-10-2022,1,10,2022
UCEBU,PHON3PC,CP-8865-3PCC-K9,Q1 FY2022,OCT FY2022,1383,01-10-2022,1,10,2022
UCEBU,PHONVID,CP-8845-K9,Q1 FY2022,OCT FY2022,18089,01-10-2022,1,10,2022
UCEBU,PHONVID,CP-8865-K9,Q1 FY2022,OCT FY2022,7846,01-10-2022,1,10,2022
UCEBU,PHONVOC,CP-7821-K9,Q1 FY2022,OCT FY2022,52015,01-10-2022,1,10,2022
UCEBU,PHONVOC,CP-7841-K9,Q1 FY2022,OCT FY2022,162657,01-10-2022,1,10,2022
UCEBU,PHONVOC,CP-8811-K9,Q1 FY2022,OCT FY2022,44718,01-10-2022,1,10,2022
UCEBU,PHONVOC,CP-8841-K9,Q1 FY2022,OCT FY2022,124746,01-10-2022,1,10,2022
UCEBU,PHONVOC,CP-8851-K9,Q1 FY2022,OCT FY2022,69633,01-10-2022,1,10,2022
UCEBU,PHONVOC,CP-8861-K9,Q1 FY2022,OCT FY2022,16976,01-10-2022,1,10,2022
UCEBU,WPHONE,CP-8821-K9-BUN,Q1 FY2022,OCT FY2022,14008,01-10-2022,1,10,2022
RTOBU,C9105AX,C9105AXI-B,Q1 FY2022,OCT FY2022,33484,01-10-2022,1,10,2022
RTOBU,C9105AX,C9105AXW-B,Q1 FY2022,OCT FY2022,3352,01-10-2022,1,10,2022
RTOBU,C9115AX,C9115AXE-B,Q1 FY2022,OCT FY2022,5350,01-10-2022,1,10,2022
RTOBU,C9115AX,C9115AXI-B,Q1 FY2022,OCT FY2022,43873,01-10-2022,1,10,2022
RTOBU,C9120AX,C9120AXE-B,Q1 FY2022,OCT FY2022,31910,01-10-2022,1,10,2022
RTOBU,C9120AX,C9120AXI-B,Q1 FY2022,OCT FY2022,322807,01-10-2022,1,10,2022
RTOBU,C9130AX,C9130AXE-B,Q1 FY2022,OCT FY2022,7952,01-10-2022,1,10,2022
RTOBU,C9130AX,C9130AXI-B,Q1 FY2022,OCT FY2022,111981,01-10-2022,1,10,2022
RTOBU,C980040,C9800-40-K9,Q1 FY2022,OCT FY2022,1462,01-10-2022,1,10,2022
CSWBU,CBR8,CBR-D121-DS-MOD,Q2 FY2022,NOV FY2022,167,01-11-2022,2,11,2022
CSWBU,CBR8,CBR-D31-US-MOD,Q2 FY2022,NOV FY2022,87,01-11-2022,2,11,2022
CPBU,DNAHW,DN2-CPU-I6238,Q2 FY2022,NOV FY2022,518,01-11-2022,2,11,2022
CPBU,DNAHW,DN2-CPU-I8276,Q2 FY2022,NOV FY2022,280,01-11-2022,2,11,2022
CPBU,DNAHW,DN2-SD19T61X-EV,Q2 FY2022,NOV FY2022,3808,01-11-2022,2,11,2022
CRBU,8000,88-LC0-36FH,Q2 FY2022,NOV FY2022,45,01-11-2022,2,11,2022
CRBU,8000,8201-SYS,Q2 FY2022,NOV FY2022,304,01-11-2022,2,11,2022
CRBU,8000,8800-LC-36FH,Q2 FY2022,NOV FY2022,249,01-11-2022,2,11,2022
CRBU,8000,8800-LC-48H,Q2 FY2022,NOV FY2022,815,01-11-2022,2,11,2022
CRBU,8000,8808-FC,Q2 FY2022,NOV FY2022,669,01-11-2022,2,11,2022
CRBU,8000,8808-SYS,Q2 FY2022,NOV FY2022,291,01-11-2022,2,11,2022
CRBU,8000,8812-SYS,Q2 FY2022,NOV FY2022,44,01-11-2022,2,11,2022
CRBU,8000,8818-SYS,Q2 FY2022,NOV FY2022,3,01-11-2022,2,11,2022
CRBU,NCS55FC,NC55-5504-FC2,Q2 FY2022,NOV FY2022,90,01-11-2022,2,11,2022
CRBU,NCS55FC,NC55-5508-FC2,Q2 FY2022,NOV FY2022,60,01-11-2022,2,11,2022
CRBU,NCS55FC,NC-57-36H6D-S,Q2 FY2022,NOV FY2022,14,01-11-2022,2,11,2022
CRBU,NCS55FC,NC-57-36H-SE,Q2 FY2022,NOV FY2022,2,01-11-2022,2,11,2022
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q2 FY2022,NOV FY2022,132,01-11-2022,2,11,2022
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q2 FY2022,NOV FY2022,581,01-11-2022,2,11,2022
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q2 FY2022,NOV FY2022,7,01-11-2022,2,11,2022
CRBU,NCS55FC,NCS-57C3-MOD-SYS,Q2 FY2022,NOV FY2022,9,01-11-2022,2,11,2022
CRBU,NCS55FC,NCS-57C3-MODS-SYS,Q2 FY2022,NOV FY2022,26,01-11-2022,2,11,2022
CRBU,NCS55FC,NCS-5504-SYS,Q2 FY2022,NOV FY2022,15,01-11-2022,2,11,2022
CRBU,NCS5500,NC55-36X100G-A-SE,Q2 FY2022,NOV FY2022,27,01-11-2022,2,11,2022
CRBU,NCS5500,NCS-55A1-24Q6H-SS,Q2 FY2022,NOV FY2022,252,01-11-2022,2,11,2022
CRBU,NCS5500,NCS-55A1-36H-SE-S,Q2 FY2022,NOV FY2022,5,01-11-2022,2,11,2022
CRBU,NCS5500,NCS-5501-SE,Q2 FY2022,NOV FY2022,505,01-11-2022,2,11,2022
CRBU,NCS5500,NCS-5508,Q2 FY2022,NOV FY2022,49,01-11-2022,2,11,2022
CRBU,NCS6000,NC6-20X100GE-M-C,Q2 FY2022,NOV FY2022,25,01-11-2022,2,11,2022
CSA,HXCPU,HX-CPU-I6258R,Q2 FY2022,NOV FY2022,12,01-11-2022,2,11,2022
CSA,HXSSD,HX-SD38T61X-EV,Q2 FY2022,NOV FY2022,2098,01-11-2022,2,11,2022
CSA,UCSB,UCS-FI-6454,Q2 FY2022,NOV FY2022,397,01-11-2022,2,11,2022
CSA,UCSB,UCSB-B200-M5,Q2 FY2022,NOV FY2022,5531,01-11-2022,2,11,2022
CSA,UCSC,UCSC-C220-M5SX,Q2 FY2022,NOV FY2022,1272,01-11-2022,2,11,2022
CSA,UCSC,UCSC-C240-M5SX,Q2 FY2022,NOV FY2022,472,01-11-2022,2,11,2022
CSA,UCSC,UCSC-C240-M6SX,Q2 FY2022,NOV FY2022,135,01-11-2022,2,11,2022
CSA,UCSCPU,UCS-CPU-A7702,Q2 FY2022,NOV FY2022,720,01-11-2022,2,11,2022
CSA,UCSCPU,UCS-CPU-A7763,Q2 FY2022,NOV FY2022,168,01-11-2022,2,11,2022
CSA,UCSCPU,UCS-CPU-I6226,Q2 FY2022,NOV FY2022,511,01-11-2022,2,11,2022
CSA,UCSCPU,UCS-CPU-I6226R,Q2 FY2022,NOV FY2022,1179,01-11-2022,2,11,2022
CSA,UCSCPU,UCS-CPU-I6230,Q2 FY2022,NOV FY2022,203,01-11-2022,2,11,2022
CSA,UCSCPU,UCS-CPU-I6234,Q2 FY2022,NOV FY2022,503,01-11-2022,2,11,2022
CSA,UCSCPU,UCS-CPU-I6238R,Q2 FY2022,NOV FY2022,311,01-11-2022,2,11,2022
CSA,UCSCPU,UCS-CPU-I6240,Q2 FY2022,NOV FY2022,887,01-11-2022,2,11,2022
CSA,UCSCPU,UCS-CPU-I6240R,Q2 FY2022,NOV FY2022,657,01-11-2022,2,11,2022
CSA,UCSCPU,UCS-CPU-I6246,Q2 FY2022,NOV FY2022,472,01-11-2022,2,11,2022
CSA,UCSCPU,UCS-CPU-I6248R,Q2 FY2022,NOV FY2022,1707,01-11-2022,2,11,2022
CSA,UCSCPU,UCS-CPU-I6252,Q2 FY2022,NOV FY2022,196,01-11-2022,2,11,2022
CSA,UCSCPU,UCS-CPU-I6338N,Q2 FY2022,NOV FY2022,11,01-11-2022,2,11,2022
CSA,UCSCPU,UCS-CPU-I6346,Q2 FY2022,NOV FY2022,352,01-11-2022,2,11,2022
CSA,UCSCPU,UCS-CPU-I6348,Q2 FY2022,NOV FY2022,768,01-11-2022,2,11,2022
CSA,UCSCPU,UCS-CPU-I6354,Q2 FY2022,NOV FY2022,316,01-11-2022,2,11,2022
CSA,UCSCPU,UCS-CPU-I8260,Q2 FY2022,NOV FY2022,727,01-11-2022,2,11,2022
CSA,UCSCPU,UCS-CPU-I8268,Q2 FY2022,NOV FY2022,417,01-11-2022,2,11,2022
CSA,UCSCPU,UCS-CPU-I8276L,Q2 FY2022,NOV FY2022,29,01-11-2022,2,11,2022
CSA,UCSCPU,UCS-CPU-I8280L,Q2 FY2022,NOV FY2022,37,01-11-2022,2,11,2022
CSA,UCSCPU,UCS-CPU-I8352Y,Q2 FY2022,NOV FY2022,0,01-11-2022,2,11,2022
CSA,UCSCPU,UCS-CPU-I8358,Q2 FY2022,NOV FY2022,236,01-11-2022,2,11,2022
CSA,UCSCPU,UCS-CPU-I8368,Q2 FY2022,NOV FY2022,2,01-11-2022,2,11,2022
CSA,UCSCPU,UCS-CPU-I8380,Q2 FY2022,NOV FY2022,0,01-11-2022,2,11,2022
CSA,UCSHDD,UCS-S3260-HDW18T,Q2 FY2022,NOV FY2022,1526,01-11-2022,2,11,2022
CSA,UCSMEM,UCS-ML-128G4RT-H,Q2 FY2022,NOV FY2022,3194,01-11-2022,2,11,2022
CSA,UCSMEM,UCS-ML-128G4RW,Q2 FY2022,NOV FY2022,6913,01-11-2022,2,11,2022
CSA,UCSMEM,UCS-ML-X64G4RT-H,Q2 FY2022,NOV FY2022,9655,01-11-2022,2,11,2022
CSA,UCSMEM,UCS-MR-X16G1RW,Q2 FY2022,NOV FY2022,4431,01-11-2022,2,11,2022
CSA,UCSMEM,UCS-MR-X32G2RS-H=,Q2 FY2022,NOV FY2022,1142,01-11-2022,2,11,2022
CSA,UCSMEM,UCS-MR-X32G2RT-H,Q2 FY2022,NOV FY2022,27965,01-11-2022,2,11,2022
CSA,UCSMEM,UCS-MR-X32G2RW,Q2 FY2022,NOV FY2022,15658,01-11-2022,2,11,2022
CSA,UCSMEM,UCS-MR-X64G2RT-H,Q2 FY2022,NOV FY2022,39807,01-11-2022,2,11,2022
CSA,UCSMEM,UCS-MR-X64G2RW,Q2 FY2022,NOV FY2022,11798,01-11-2022,2,11,2022
CSA,UCSMEM,UCS-MR-X64G4RS-H=,Q2 FY2022,NOV FY2022,346,01-11-2022,2,11,2022
CSA,UCSSSD,UCS-M2-240GB,Q2 FY2022,NOV FY2022,9793,01-11-2022,2,11,2022
CSA,UCST,UCSC-GPU-T4-16,Q2 FY2022,NOV FY2022,159,01-11-2022,2,11,2022
CSA,UCSX,UCSX-210C-M6,Q2 FY2022,NOV FY2022,669,01-11-2022,2,11,2022
CVEBU,CTSMPS,CS-R55-UNI2-K9+,Q2 FY2022,NOV FY2022,239,01-11-2022,2,11,2022
CVEBU,CTSPS,CS-DESK-K9,Q2 FY2022,NOV FY2022,191,01-11-2022,2,11,2022
CVEBU,CTSPS,CS-DESKPRO-K9,Q2 FY2022,NOV FY2022,1023,01-11-2022,2,11,2022
CVEBU,CTSQS,CS-CODEC-PLUS+,Q2 FY2022,NOV FY2022,2809,01-11-2022,2,11,2022
CVEBU,CTSQS,CS-CODEC-PRO+,Q2 FY2022,NOV FY2022,1192,01-11-2022,2,11,2022
CVEBU,CTSQS,CS-KIT-K9,Q2 FY2022,NOV FY2022,1852,01-11-2022,2,11,2022
CVEBU,CTSQS,CS-KIT-MINI-K9,Q2 FY2022,NOV FY2022,3786,01-11-2022,2,11,2022
CVEBU,CTSQS,CS-QUADCAM+,Q2 FY2022,NOV FY2022,2567,01-11-2022,2,11,2022
CVEBU,CTSQS,CS-T10-TS+,Q2 FY2022,NOV FY2022,10436,01-11-2022,2,11,2022
CVEBU,CTSQS,CTS-CAM-P60+,Q2 FY2022,NOV FY2022,1016,01-11-2022,2,11,2022
EBBU,C9300AG,C9300-24S,Q2 FY2022,NOV FY2022,1346,01-11-2022,2,11,2022
EBBU,C9300AG,C9300-48S,Q2 FY2022,NOV FY2022,555,01-11-2022,2,11,2022
EBBU,C9300AG,C9300X-12Y,Q2 FY2022,NOV FY2022,842,01-11-2022,2,11,2022
EBBU,C9300AG,C9300X-24Y,Q2 FY2022,NOV FY2022,586,01-11-2022,2,11,2022
EBBU,C9500,C9K-F1-SSD-240G,Q2 FY2022,NOV FY2022,1050,01-11-2022,2,11,2022
EBBU,C9500,C9500-24Y4C,Q2 FY2022,NOV FY2022,2386,01-11-2022,2,11,2022
EBBU,C9500,C9500-40X,Q2 FY2022,NOV FY2022,1003,01-11-2022,2,11,2022
EBBU,C9500,C9500-48Y4C,Q2 FY2022,NOV FY2022,3400,01-11-2022,2,11,2022
EBBU,C9600,C9600-SUP-1,Q2 FY2022,NOV FY2022,821,01-11-2022,2,11,2022
EBBU,C9600,C9606R,Q2 FY2022,NOV FY2022,495,01-11-2022,2,11,2022
